Artist_ID,Nama_Artis,Primary_Genre
ART-91756A74,Yair Levi & Shai Sol,Indie / Alternative
ART-1B389C93,vertigoaway,Indie / Alternative
ART-7E734D40,Origami Angel,Indie / Alternative
ART-4F40E2A8,Jeku,Indie / Alternative
ART-C3F661B1,Sahalé,Indie / Alternative
ART-826A75F1,Wills Dissolve,Indie / Alternative
ART-DE7B2077,CelloJoe,Indie / Alternative
ART-8682B5EA,Nebula Music Group,Indie / Alternative
ART-1EAA97C1,Moodymann,Indie / Alternative
ART-C34F4485,Vladimir Gnatenko,Indie / Alternative
ART-9BD63CC5,YEAR OF NO LIGHT,Indie / Alternative
ART-CB602C05,HIERONYMUS BOGS,Indie / Alternative
ART-D6B2DE3C,Bálint Boldizsár,Indie / Alternative
ART-C2855B66,Whitechapel,Indie / Alternative
ART-EA6157F3,DJ Kane,Indie / Alternative
ART-097AD562,Professor Genius,Indie / Alternative
ART-5D620F3B,"Anemone Tube, Jarl & Monocube",Indie / Alternative
ART-468DD35A,Anemone Tube,Indie / Alternative
ART-C810DB99,Really Slow Motion,Indie / Alternative
ART-9EE7F29D,Suzi Quatro & Chris Norman - Stumblin in ( Absolute remix ),Indie / Alternative
ART-9C6142A3,Marvin Gaye vs. Beyoncé - Sexual boy ( Absolute remix ),Indie / Alternative
ART-DFCEFB25,Ballerina Black,Indie / Alternative
ART-61950296,The Halo Benders,Indie / Alternative
ART-59DF053E,COMA REGALIA,Indie / Alternative
ART-7CAC821B,THE XAV,Indie / Alternative
ART-EA9E35AE,Repeat Offender,Indie / Alternative
ART-392ACE06,DJ МУДАК 2000,Indie / Alternative
ART-46EDBCC7,Aidan Knight,Indie / Alternative
ART-8B0E8D52,Dixia Sirong,Indie / Alternative
ART-87F9DAED,Camille & Haley,Indie / Alternative
ART-20B95565,hotmood,Indie / Alternative
ART-B1410AA0,Aspetuck,Indie / Alternative
ART-3D2A9F0F,Wilson Tanner,Indie / Alternative
ART-642EAFF6,Malojian,Indie / Alternative
ART-82C24C91,The Pendletons,Indie / Alternative
ART-9DD65525,DARKNET,Indie / Alternative
ART-EFC0932A,Regain Records,Indie / Alternative
ART-EB2C788D,Marduk,Indie / Alternative
ART-92727675,Home Counties,Indie / Alternative
ART-E6496219,Arubu Avua,Indie / Alternative
ART-D6D65087,Sully,Indie / Alternative
ART-67DBA931,desert sand feels warm at night,Indie / Alternative
ART-0153E30B,SQUARELAB MUSIC,Indie / Alternative
ART-C2E5A8E6,HAWXX,Indie / Alternative
ART-F74D67C7,DJ TAKYON,Indie / Alternative
ART-0E567B3B,Knxwledge.,Indie / Alternative
ART-90A29518,Miche Fambro,Indie / Alternative
ART-D9D2CAF3,Berceuse Heroique,Indie / Alternative
ART-91BCC3C6,Dying Victims Productions,Indie / Alternative
ART-121AAB32,Portray Heads,Indie / Alternative
ART-4313E170,Donnie & Joe Emerson,Indie / Alternative
ART-401FF9ED,Attic Salt,Indie / Alternative
ART-8A868044,John Mark McMillan,Indie / Alternative
ART-85C21F8C,PC Music,Indie / Alternative
ART-7D9358B6,Reinventing Jude,Indie / Alternative
ART-CE6E6B56,Mocky,Indie / Alternative
ART-CCE2D711,Anna McClellan,Indie / Alternative
ART-CEC0A4FC,Limbs,Indie / Alternative
ART-C864AB9F,Megane Mercury,Indie / Alternative
ART-436CA6AA,Mark Van Hoen,Indie / Alternative
ART-E95EB1DB,Belle Isle Balearic,Indie / Alternative
ART-F6ADC25E,Mike Millrain,Indie / Alternative
ART-B0D91A05,Houndsteeth,Indie / Alternative
ART-C2270F43,Nick Hempton,Indie / Alternative
ART-09B43DEC,Terence Fixmer,Indie / Alternative
ART-A6519F55,Keep The Feel Ent.,Indie / Alternative
ART-FEA50531,Mikołaj Trzaska,Indie / Alternative
ART-1795C61E,Phase Fatale,Indie / Alternative
ART-DD67C667,Kollektiv.Liebe e.V.,Indie / Alternative
ART-C5DB0F99,Audiopile,Indie / Alternative
ART-82331503,December,Indie / Alternative
ART-86106E61,OHHMS,Indie / Alternative
ART-769DF046,Black Merlin,Indie / Alternative
ART-2EAC6717,tricot,Indie / Alternative
ART-823812F6,Alessandro Adriani,Indie / Alternative
ART-1CAD16FC,Infant Island,Indie / Alternative
ART-CA6F36DC,BEAU WANZER,Indie / Alternative
ART-74829419,Forbidden Place Records,Indie / Alternative
ART-ABF20EBB,Operentzia,Indie / Alternative
ART-5CBCA265,REZN,Indie / Alternative
ART-9763E47C,Hooverian Blur,Indie / Alternative
ART-497478EE,The Rebel,Indie / Alternative
ART-DCF6D8B1,Mike MFN Love,Indie / Alternative
ART-4DCA3D36,Free Music,Indie / Alternative
ART-255BD87D,kryten,Indie / Alternative
ART-9A5D1876,Kryten,Indie / Alternative
ART-F572690E,Gazelle Twin,Indie / Alternative
ART-D725A4C0,Hypercube,Indie / Alternative
ART-CF7956F9,Joshua Burnside,Indie / Alternative
ART-2D883303,Skeleton Birds,Indie / Alternative
ART-8F5D1526,Tim Jordan,Indie / Alternative
ART-B2CBA5D6,The Blindside,Indie / Alternative
ART-A50CA028,Songs for Supper,Indie / Alternative
ART-93A9F601,"Lucas Welle, Mele",Indie / Alternative
ART-2661AD37,Jason Isbell and the 400 Unit,Indie / Alternative
ART-9DC446AE,Kipper feat. Matt Maltese,Indie / Alternative
ART-BE0C4208,Conrad Schnitzler,Indie / Alternative
ART-B39E8D9B,Sadhu Sensi,Indie / Alternative
ART-3DA6A1B8,Paysage d'Hiver,Indie / Alternative
ART-4A379457,MANIK MC,Indie / Alternative
ART-37989ADA,Hey Colossus,Indie / Alternative
ART-A306465C,PTDD + MONTY,Indie / Alternative
ART-2E1CBA89,Neural Cave,Indie / Alternative
ART-01B67F39,Georgia Anne Muldrow,Indie / Alternative
ART-CD727074,RZ Muzik,Indie / Alternative
ART-35515451,TH;EN x MANGO,Indie / Alternative
ART-3F428E23,Stas Thee Boss,Indie / Alternative
ART-2482BAD1,Piezo,Indie / Alternative
ART-1C4BE399,Junkshopguru,Indie / Alternative
ART-1B059777,Gav Easby,Indie / Alternative
ART-9344DEAA,"Dogger, Mindstate, SP:MC",Indie / Alternative
ART-7F0746FC,Seph,Indie / Alternative
ART-E39AEC0E,Makaya McCraven,Indie / Alternative
ART-6B54C8B1,New Age Healers,Indie / Alternative
ART-DAB61F98,"100 gecs, Dylan Brady & Laura Les",Indie / Alternative
ART-6AD02E50,Hairy Mother Of God,Indie / Alternative
ART-91DB1D19,Polygonia,Indie / Alternative
ART-64B25295,Nigm,Indie / Alternative
ART-85CCAD9D,Fungi,Indie / Alternative
ART-6BC884D4,Artefakt,Indie / Alternative
ART-752986F5,B FROM E,Indie / Alternative
ART-F320481F,Barker,Indie / Alternative
ART-79F01275,"Antoine Berjeaut, Makaya McCraven",Indie / Alternative
ART-64EC84FE,Prescott Minóy,Indie / Alternative
ART-2B827CD3,Berg Audio,Indie / Alternative
ART-BE60DF49,The Caretaker,Indie / Alternative
ART-E5125BD1,thistle street,Indie / Alternative
ART-8B3D861F,"Underground Canopy, Bluestaeb, S. Fidelity",Indie / Alternative
ART-6D972838,Move D,Indie / Alternative
ART-112551A9,OPL,Indie / Alternative
ART-77252CD8,cannibal,Indie / Alternative
ART-4AD9BBA8,Bada-Bada,Indie / Alternative
ART-852A0BAE,VALDUR,Indie / Alternative
ART-A76DC0AA,ki ya tori,Indie / Alternative
ART-B6A9BE19,Jack J,Indie / Alternative
ART-C5062A6F,Erremita,Indie / Alternative
ART-6C7619A9,Asllan,Indie / Alternative
ART-D61A8477,Kurt Baker,Indie / Alternative
ART-4ACED4EF,Allysha Joy,Indie / Alternative
ART-0994FEA7,Syd Arthur,Indie / Alternative
ART-B20B08FF,Bab L' Bluz,Indie / Alternative
ART-4A7479AF,Kllo,Indie / Alternative
ART-30EC94D9,Iro Aka,Indie / Alternative
ART-D0AEEAE7,RAWAR,Indie / Alternative
ART-01CAB4AB,Cat Mullins & ThemBoys,Indie / Alternative
ART-DE4002C8,Sineo & Kuddy Le Blanc,Indie / Alternative
ART-EA23A04B,Torme,Indie / Alternative
ART-0FCD3ACC,צו השעה,Indie / Alternative
ART-7427DE99,Angel D'lite,Indie / Alternative
ART-E536805F,Mosca,Indie / Alternative
ART-84C25B02,Anz,Indie / Alternative
ART-E63E28D8,DJ Chrysalis,Indie / Alternative
ART-9EEB4DE3,Nice Girl,Indie / Alternative
ART-36E98066,The Lunar Effect,Indie / Alternative
ART-FE2F8FA6,Orgone,Indie / Alternative
ART-E39997D7,Darian,Indie / Alternative
ART-A8A5976C,Orpheus Nine,Indie / Alternative
ART-36F49BCD,PTP,Indie / Alternative
ART-2E3B398E,Clown,Indie / Alternative
ART-E5FDA9D8,Palavas,Indie / Alternative
ART-346A9BA3,York Factory Complaint,Indie / Alternative
ART-8EB54DC3,Chicos de Nazca,Indie / Alternative
ART-D3B08F39,Dark Notes (Deviant Force Records),Indie / Alternative
ART-FAA62D9A,Ulver,Indie / Alternative
ART-95CDD70C,Passarani,Indie / Alternative
ART-15D9128C,Higgo,Indie / Alternative
ART-6B51B842,POWER TRIP,Indie / Alternative
ART-84251FF3,carpet group recordings,Indie / Alternative
ART-98870DC3,James Bangura,Indie / Alternative
ART-596B0A02,BusCrates,Indie / Alternative
ART-03A3976C,Amnesia Scanner,Indie / Alternative
ART-B70FBA83,Ellen Phan,Indie / Alternative
ART-86C6D30E,Miriah Avila,Indie / Alternative
ART-9E068498,Joep Mencke,Indie / Alternative
ART-4B6A74B9,Groovy Uncle,Indie / Alternative
ART-09AB5026,GORE GORE GAYS,Indie / Alternative
ART-121BEB36,Akhlys,Indie / Alternative
ART-AFF3B568,Paul Matthew Moore,Indie / Alternative
ART-65E8194E,Pitch Black,Indie / Alternative
ART-60C2C51F,Action Bronson,Indie / Alternative
ART-B916C1AF,Drumwork,Indie / Alternative
ART-4675830A,Jon Jones,Indie / Alternative
ART-AA59DF56,Absinth3,Indie / Alternative
ART-0B219C5B,Thousand Islands Records,Indie / Alternative
ART-C19F2B27,wAgAwAgA,Indie / Alternative
ART-479DC616,youANDme,Indie / Alternative
ART-E71FBB1F,Cape Town Electronic Music Festival,Indie / Alternative
ART-75F81DF7,Horse Torso,Indie / Alternative
ART-51725E64,SULLFUPPORT,Indie / Alternative
ART-B6B1EE23,Max Watts,Indie / Alternative
ART-3A11129C,VA,Indie / Alternative
ART-A28CE167,Messer Chups,Indie / Alternative
ART-0CB707CF,D-Echo Project,Indie / Alternative
ART-B71D9398,Radu Guran,Indie / Alternative
ART-915368BA,Tim Baltes,Indie / Alternative
ART-7C2C0AAC,CORBEN,Indie / Alternative
ART-F250F68A,Chris Suarez,Indie / Alternative
ART-EF06FCCF,Looks Realistic,Indie / Alternative
ART-3E44E921,Major Ipnotic Key Institute,Indie / Alternative
ART-B89D626F,J.Rocc,Indie / Alternative
ART-A62B1EB6,Speakeasy Electro Swing,Indie / Alternative
ART-FB5A9EAF,Marker Starling,Indie / Alternative
ART-C17B9390,Live For You,Indie / Alternative
ART-AD88A2B0,Throwing Muses,Indie / Alternative
ART-30F00FC8,LiL BiL,Indie / Alternative
ART-09C1A596,Brigade,Indie / Alternative
ART-EA8D28D3,Visionary Shamanics,Indie / Alternative
ART-C57B5D9A,MNLTH,Indie / Alternative
ART-9E8A3073,Reso,Indie / Alternative
ART-B3CB18D2,Maru,Indie / Alternative
ART-E0FE1F12,David Bars,Indie / Alternative
ART-A2C13BE2,Svreca,Indie / Alternative
ART-17509CB4,Melanie De Biasio,Indie / Alternative
ART-118D0461,Stussko,Indie / Alternative
ART-87AFE30F,Swing & Bass,Indie / Alternative
ART-22BFDC09,North End Track Authority,Indie / Alternative
ART-A0C36CF2,Kutcorners,Indie / Alternative
ART-5B5BE4EF,"Fede Lng, Byron The Aquarius",Indie / Alternative
ART-73D800E2,Pierre Codarin,Indie / Alternative
ART-2D349DF0,DJ Charme,Indie / Alternative
ART-D1D274A3,Rabbit Junk,Indie / Alternative
ART-8A2E02CD,Porya Hatami,Indie / Alternative
ART-A498A474,Giacomo Fiore,Indie / Alternative
ART-ACBBE751,Land of Kush,Indie / Alternative
ART-0C87F5D6,Jah Schulz,Indie / Alternative
ART-14710F8B,Earth Boys,Indie / Alternative
ART-1FCCA963,[B.I.O-2],Indie / Alternative
ART-9916D1FC,Ruby,Indie / Alternative
ART-9A081495,Old Tower,Indie / Alternative
ART-F6A43D3E,Bufiman,Indie / Alternative
ART-A6F334DA,Blockhead,Indie / Alternative
ART-3E8E4695,Binbag Wisdom,Indie / Alternative
ART-001881BA,Snapped Ankles,Indie / Alternative
ART-7AADDBA5,Désaccord Majeur,Indie / Alternative
ART-A29C085E,Spoonbill,Indie / Alternative
ART-CB2F2875,Blu & Exile,Indie / Alternative
ART-DCEAB533,Wilt,Indie / Alternative
ART-89EB2065,R.A.P. Ferreira,Indie / Alternative
ART-0B16544D,T:Base,Indie / Alternative
ART-69F99C24,Genesis Breyer P-Orridge,Indie / Alternative
ART-0E55CC4B,Nervous Dater,Indie / Alternative
ART-9F447D28,The Anchoress,Indie / Alternative
ART-5636D914,Balance Club/Culture Festival,Indie / Alternative
ART-8FF462C1,Blushh,Indie / Alternative
ART-18D191AC,dj mOma,Indie / Alternative
ART-4B4D7CA2,Street Play,Indie / Alternative
ART-BE0CF420,Vulfpeck,Indie / Alternative
ART-5F88F9AA,Zola Jesus,Indie / Alternative
